r_s_over_r_env,m_eff_r_env,Delta_TM_match,B_TM
0.6575,5.5517,0.18438288,5.44796117e-04
0.6575,5.6157,0.18820185,5.59330605e-04
0.6575,5.6798,0.19214674,5.73493959e-04
0.6575,5.7438,0.19622151,5.87261069e-04
0.6575,5.8079,0.20042988,6.00607527e-04
0.6575,5.8719,0.20477521,6.13509669e-04
0.6575,5.9360,0.20926053,6.25944622e-04
0.6575,6.0000,0.21388846,6.37890337e-04
0.6663,0.3000,0.17613172,4.29418728e-04
0.6663,0.3640,0.17208782,4.46069542e-04
0.6663,0.4281,0.16809935,4.62545466e-04
0.6663,0.4921,0.16416900,4.78816506e-04
0.6663,0.5562,0.16029986,4.94853043e-04
0.6663,0.6202,0.15649535,5.10625883e-04
0.6663,0.6843,0.15275920,5.26106311e-04
0.6663,0.7483,0.14909542,5.41266148e-04
0.6663,0.8124,0.14550825,5.56077794e-04
0.6663,0.8764,0.14200217,5.70514286e-04
0.6663,0.9404,0.13858177,5.84549343e-04
0.6663,1.0045,0.13525178,5.98157416e-04
0.6663,1.0685,0.13201701,6.11313731e-04
0.6663,1.1326,0.12888230,6.23994338e-04
0.6663,1.1966,0.12585246,6.36176152e-04
0.6663,1.2607,0.12293225,6.47836998e-04
0.6663,1.3247,0.12012633,6.58955647e-04
0.6663,1.3888,0.11743921,6.69511859e-04
0.6663,1.4528,0.11487521,6.79486415e-04
0.6663,1.5169,0.11243842,6.88861159e-04
0.6663,1.5809,0.11013268,6.97619024e-04
0.6663,1.6449,0.10796151,7.05744067e-04
0.6663,1.7090,0.10592812,7.13221495e-04
0.6663,1.7730,0.10403532,7.20037699e-04
0.6663,1.8371,0.10228558,7.26180267e-04
0.6663,1.9011,0.10068091,7.31638020e-04
0.6663,1.9652,0.09922292,7.36401020e-04
0.6663,2.0292,0.09791278,7.40460597e-04
0.6663,2.0933,0.09675118,7.43809361e-04
0.6663,2.1573,0.09573836,7.46441216e-04
0.6663,2.2213,0.09487410,7.48351370e-04
0.6663,2.2854,0.09415771,7.49536346e-04
0.6663,2.3494,0.09358806,7.49993987e-04
0.6663,2.4135,0.09316355,7.49723460e-04
0.6663,2.4775,0.09288216,7.48725257e-04
0.6663,2.5416,0.09274148,7.47001196e-04
0.6663,2.6056,0.09273866,7.44554414e-04
0.6663,2.6697,0.09287055,7.41389367e-04
0.6663,2.7337,0.09313360,7.37511816e-04
0.6663,2.7978,0.09352402,7.32928820e-04
0.6663,2.8618,0.09403770,7.27648722e-04
0.6663,2.9258,0.09467034,7.21681134e-04
0.6663,2.9899,0.09541743,7.15036920e-04
0.6663,3.0539,0.09627432,7.07728175e-04
0.6663,3.1180,0.09723625,6.99768205e-04
0.6663,3.1820,0.09829841,6.91171500e-04
0.6663,3.2461,0.09945596,6.81953710e-04
0.6663,3.3101,0.10070409,6.72131616e-04
0.6663,3.3742,0.10203808,6.61723098e-04
0.6663,3.4382,0.10345330,6.50747104e-04
0.6663,3.5022,0.10494529,6.39223616e-04
0.6663,3.5663,0.10650981,6.27173611e-04
0.6663,3.6303,0.10814282,6.14619026e-04
0.6663,3.6944,0.10984058,6.01582716e-04
0.6663,3.7584,0.11159967,5.88088413e-04
0.6663,3.8225,0.11341699,5.74160682e-04
0.6663,3.8865,0.11528982,5.59824879e-04
0.6663,3.9506,0.11721584,5.45107100e-04
0.6663,4.0146,0.11919313,5.30034139e-04
0.6663,4.0787,0.12122024,5.14633435e-04
0.6663,4.1427,0.12329614,4.98933025e-04
0.6663,4.2067,0.12542025,4.82961489e-04
0.6663,4.2708,0.12759248,4.66747904e-04
0.6663,4.3348,0.12981320,4.50321786e-04
0.6663,4.3989,0.13208322,4.33713037e-04
0.6663,4.4629,0.13440382,4.16951893e-04
0.6663,4.5270,0.13677672,4.00068867e-04
0.6663,4.5910,0.13920405,3.83094693e-04
0.6663,4.6551,0.14168838,3.66060271e-04
0.6663,4.7191,0.14423262,3.51003387e-04
0.6663,4.7831,0.14684007,3.68065219e-04
0.6663,4.8472,0.14951434,3.85094163e-04
0.6663,4.9112,0.15225933,4.02059221e-04
0.6663,4.9753,0.15507919,4.18929508e-04
0.6663,5.0393,0.15797831,4.35674312e-04
0.6663,5.1034,0.16096124,4.52263151e-04
0.6663,5.1674,0.16403265,4.68665824e-04
0.6663,5.2315,0.16719735,4.84852473e-04
0.6663,5.2955,0.17046014,5.00793630e-04
0.6663,5.3596,0.17382586,5.16460275e-04
0.6663,5.4236,0.17729930,5.31823888e-04
0.6663,5.4876,0.18088517,5.46856499e-04
0.6663,5.5517,0.18458803,5.61530744e-04
0.6663,5.6157,0.18841229,5.75819908e-04
0.6663,5.6798,0.19236214,5.89697979e-04
0.6663,5.7438,0.19644153,6.03139692e-04
0.6663,5.8079,0.20065410,6.16120578e-04
0.6663,5.8719,0.20500319,6.28617004e-04
0.6663,5.9360,0.20949179,6.40606224e-04
0.6663,6.0000,0.21412250,6.52066409e-04
0.6750,0.3000,0.17626116,4.30447550e-04
0.6750,0.3640,0.17222035,4.47305915e-04
0.6750,0.4281,0.16823549,4.63982457e-04
0.6750,0.4921,0.16430925,4.80446015e-04
0.6750,0.5562,0.16044468,4.96665826e-04
0.6750,0.6202,0.15664516,5.12611581e-04
0.6750,0.6843,0.15291436,5.28253484e-04
0.6750,0.7483,0.14925626,5.43562309e-04
0.6750,0.8124,0.14567504,5.58509448e-04
0.6750,0.8764,0.14217511,5.73066973e-04
0.6750,0.9404,0.13876103,5.87207681e-04
0.6750,1.0045,0.13543746,6.00905150e-04
0.6750,1.0685,0.13220915,6.14133784e-04
0.6750,1.1326,0.12908087,6.26868866e-04
0.6750,1.1966,0.12605739,6.39086599e-04
0.6750,1.2607,0.12314340,6.50764153e-04
0.6750,1.3247,0.12034350,6.61879708e-04
0.6750,1.3888,0.11766216,6.72412494e-04
0.6750,1.4528,0.11510362,6.82342829e-04
0.6750,1.5169,0.11267195,6.91652157e-04
0.6750,1.5809,0.11037092,7.00323084e-04
0.6750,1.6449,0.10820403,7.08339408e-04
0.6750,1.7090,0.10617441,7.15686149e-04
0.6750,1.7730,0.10428488,7.22349580e-04
0.6750,1.8371,0.10253785,7.28317249e-04
0.6750,1.9011,0.10093532,7.33578005e-04
0.6750,1.9652,0.09947888,7.38122019e-04
0.6750,2.0292,0.09816968,7.41940799e-04
0.6750,2.0933,0.09700840,7.45027210e-04
0.6750,2.1573,0.09599528,7.47375484e-04
0.6750,2.2213,0.09513010,7.48981234e-04
0.6750,2.2854,0.09441219,7.49841460e-04
0.6750,2.3494,0.09384042,7.49954553e-04
0.6750,2.4135,0.09341321,7.49320303e-04
0.6750,2.4775,0.09312858,7.47939894e-04
0.6750,2.5416,0.09298413,7.45815907e-04
0.6750,2.6056,0.09297707,7.42952309e-04
0.6750,2.6697,0.09310425,7.39354452e-04
0.6750,2.7337,0.09336221,7.35029058e-04
0.6750,2.7978,0.09374716,7.29984211e-04
0.6750,2.8618,0.09425508,7.24229336e-04
0.6750,2.9258,0.09488171,7.17775187e-04
0.6750,2.9899,0.09562259,7.10633824e-04
0.6750,3.0539,0.09647312,7.02818590e-04
0.6750,3.1180,0.09742862,6.94344091e-04
0.6750,3.1820,0.09848432,6.85226160e-04
0.6750,3.2461,0.09963545,6.75481835e-04
0.6750,3.3101,0.10087726,6.65129324e-04
0.6750,3.3742,0.10220508,6.54187971e-04
0.6750,3.4382,0.10361434,6.42678222e-04
0.6750,3.5022,0.10510065,6.30621583e-04
0.6750,3.5663,0.10665980,6.18040582e-04
0.6750,3.6303,0.10828781,6.04958729e-04
0.6750,3.6944,0.10998099,5.91400467e-04
0.6750,3.7584,0.11173595,5.77391131e-04
0.6750,3.8225,0.11354963,5.62956899e-04
0.6750,3.8865,0.11541936,5.48124741e-04
0.6750,3.9506,0.11734283,5.32922374e-04
0.6750,4.0146,0.11931816,5.17378203e-04
0.6750,4.0787,0.12134390,5.01521274e-04
0.6750,4.1427,0.12341904,4.85381216e-04
0.6750,4.2067,0.12554302,4.68988190e-04
0.6750,4.2708,0.12771574,4.52372825e-04
0.6750,4.3348,0.12993755,4.35566169e-04
0.6750,4.3989,0.13220928,4.18599627e-04
0.6750,4.4629,0.13453217,4.01504902e-04
0.6750,4.5270,0.13690793,3.84313936e-04
0.6750,4.5910,0.13933867,3.67058852e-04
0.6750,4.6551,0.14182691,3.50228107e-04
0.6750,4.7191,0.14437554,3.67514640e-04
0.6750,4.7831,0.14698782,3.84768446e-04
0.6750,4.8472,0.14966730,4.01957285e-04
0.6750,4.9112,0.15241784,4.19049038e-04
0.6750,4.9753,0.15524355,4.36011768e-04
0.6750,5.0393,0.15814875,4.52813778e-04
0.6750,5.1034,0.16113793,4.69423674e-04
0.6750,5.1674,0.16421574,4.85810418e-04
0.6750,5.2315,0.16738687,5.01943391e-04
0.6750,5.2955,0.17065612,5.17792447e-04
0.6750,5.3596,0.17402824,5.33327970e-04
0.6750,5.4236,0.17750796,5.48520933e-04
0.6750,5.4876,0.18109993,5.63342945e-04
0.6750,5.5517,0.18480868,5.77766310e-04
0.6750,5.6157,0.18863854,5.91764078e-04
0.6750,5.6798,0.19259365,6.05310092e-04
0.6750,5.7438,0.19667792,6.18379042e-04
0.6750,5.8079,0.20089494,6.30946506e-04
0.6750,5.8719,0.20524802,6.42989002e-04
0.6750,5.9360,0.20974010,6.54484027e-04
0.6750,6.0000,0.21437374,6.65410102e-04
0.6837,0.3000,0.17640104,4.31475816e-04
0.6837,0.3640,0.17236348,4.48541301e-04
0.6837,0.4281,0.16838243,4.65417850e-04
0.6837,0.4921,0.16446054,4.82073105e-04
0.6837,0.5562,0.16060079,4.98475135e-04
0.6837,0.6202,0.15680652,5.14592489e-04
0.6837,0.6843,0.15308138,5.30394267e-04
0.6837,0.7483,0.14942927,5.45850171e-04
0.6837,0.8124,0.14585433,5.60930567e-04
0.6837,0.8764,0.14236090,5.75606542e-04
0.6837,0.9404,0.13895348,5.89849956e-04
0.6837,1.0045,0.13563668,6.03633501e-04
0.6837,1.0685,0.13241519,6.16930748e-04
0.6837,1.1326,0.12929370,6.29716204e-04
0.6837,1.1966,0.12627693,6.41965353e-04
0.6837,1.2607,0.12336950,6.53654712e-04
0.6837,1.3247,0.12057596,6.64761866e-04
0.6837,1.3888,0.11790070,6.75265521e-04
0.6837,1.4528,0.11534794,6.85145537e-04
0.6837,1.5169,0.11292167,6.94382971e-04
0.6837,1.5809,0.11062562,7.02960112e-04
0.6837,1.6449,0.10846322,7.10860516e-04
0.6837,1.7090,0.10643760,7.18069033e-04
0.6837,1.7730,0.10455152,7.24571844e-04
0.6837,1.8371,0.10280735,7.30356480e-04
0.6837,1.9011,0.10120708,7.35411851e-04
0.6837,1.9652,0.09975227,7.39728263e-04
0.6837,2.0292,0.09844406,7.43297440e-04
0.6837,2.0933,0.09728312,7.46112540e-04
0.6837,2.1573,0.09626968,7.48168165e-04
0.6837,2.2213,0.09540354,7.49460373e-04
0.6837,2.2854,0.09468402,7.49986687e-04
0.6837,2.3494,0.09411001,7.49746098e-04
0.6837,2.4135,0.09367996,7.48739068e-04
0.6837,2.4775,0.09339190,7.46967526e-04
0.6837,2.5416,0.09324348,7.44434870e-04
0.6837,2.6056,0.09323193,7.41145955e-04
0.6837,2.6697,0.09335415,7.37107088e-04
0.6837,2.7337,0.09360673,7.32326011e-04
0.6837,2.7978,0.09398592,7.26811893e-04
0.6837,2.8618,0.09448776,7.20575306e-04
0.6837,2.9258,0.09510804,7.13628206e-04
0.6837,2.9899,0.09584236,7.05983914e-04
0.6837,3.0539,0.09668619,6.97657087e-04
0.6837,3.1180,0.09763490,6.88663688e-04
0.6837,3.1820,0.09868379,6.79020963e-04
0.6837,3.2461,0.09982814,6.68747399e-04
0.6837,3.3101,0.10106328,6.57862693e-04
0.6837,3.3742,0.10238459,6.46387716e-04
0.6837,3.4382,0.10378757,6.34344468e-04
0.6837,3.5022,0.10526788,6.21756040e-04
0.6837,3.5663,0.10682136,6.08646569e-04
0.6837,3.6303,0.10844409,5.95041189e-04
0.6837,3.6944,0.11013244,5.80965986e-04
0.6837,3.7584,0.11188304,5.66447947e-04
0.6837,3.8225,0.11369289,5.51514907e-04
0.6837,3.8865,0.11555934,5.36195499e-04
0.6837,3.9506,0.11748013,5.20519094e-04
0.6837,4.0146,0.11945338,5.04515749e-04
0.6837,4.0787,0.12147768,4.88216148e-04
0.6837,4.1427,0.12355203,4.71651542e-04
0.6837,4.2067,0.12567586,4.54853691e-04
0.6837,4.2708,0.12784909,4.37854801e-04
0.6837,4.3348,0.13007206,4.20687466e-04
0.6837,4.3989,0.13234559,4.03384600e-04
0.6837,4.4629,0.13467090,3.85979379e-04
0.6837,4.5270,0.13704968,3.68505173e-04
0.6837,4.5910,0.13948401,3.50995487e-04
0.6837,4.6551,0.14197638,3.66516107e-04
0.6837,4.7191,0.14452965,3.83996035e-04
0.6837,4.7831,0.14714701,4.01410781e-04
0.6837,4.8472,0.14983199,4.18726957e-04
0.6837,4.9112,0.15258839,4.35911361e-04
0.6837,4.9753,0.15542027,4.52931045e-04
0.6837,5.0393,0.15833189,4.69753377e-04
0.6837,5.1034,0.16132768,4.86346103e-04
0.6837,5.1674,0.16441222,5.02677410e-04
0.6837,5.2315,0.16759016,5.18715986e-04
0.6837,5.2955,0.17086621,5.34431078e-04
0.6837,5.3596,0.17424508,5.49792557e-04
0.6837,5.4236,0.17773143,5.64770969e-04
0.6837,5.4876,0.18132985,5.79337597e-04
0.6837,5.5517,0.18504480,5.93464510e-04
0.6837,5.6157,0.18888057,6.07124623e-04
0.6837,5.6798,0.19284124,6.20291746e-04
0.6837,5.7438,0.19693065,6.32940633e-04
0.6837,5.8079,0.20115238,6.45047032e-04
0.6837,5.8719,0.20550966,6.56587730e-04
0.6837,5.9360,0.21000541,6.67540601e-04
0.6837,6.0000,0.21464215,6.77884645e-04
0.6925,0.3000,0.17655139,4.32503522e-04
0.6925,0.3640,0.17251726,4.49775687e-04
0.6925,0.4281,0.16854023,4.66851623e-04
0.6925,0.4921,0.16462289,4.83697746e-04
0.6925,0.5562,0.16076821,5.00280927e-04
0.6925,0.6202,0.15697948,5.16568550e-04
0.6925,0.6843,0.15326028,5.32528583e-04
0.6925,0.7483,0.14961447,5.48129637e-04
0.6925,0.8124,0.14604613,5.63341029e-04
0.6925,0.8764,0.14255954,5.78132844e-04
0.6925,0.9404,0.13915913,5.92475989e-04
0.6925,1.0045,0.13584946,6.06342258e-04
0.6925,1.0685,0.13263512,6.19704378e-04
0.6925,1.1326,0.12952078,6.32536070e-04
0.6925,1.1966,0.12651106,6.44812099e-04
0.6925,1.2607,0.12361054,6.56508321e-04
0.6925,1.3247,0.12082368,6.67601734e-04
0.6925,1.3888,0.11815483,6.78070518e-04
0.6925,1.4528,0.11560814,6.87894087e-04
0.6925,1.5169,0.11318754,6.97053120e-04
0.6925,1.5809,0.11089672,7.05529603e-04
0.6925,1.6449,0.10873906,7.13306866e-04
0.6925,1.7090,0.10671764,7.20369614e-04
0.6925,1.7730,0.10483518,7.26703956e-04
0.6925,1.8371,0.10309402,7.32297434e-04
0.6925,1.9011,0.10149613,7.37139048e-04
0.6925,1.9652,0.10004304,7.41219276e-04
0.6925,2.0292,0.09873587,7.44530093e-04
0.6925,2.0933,0.09757528,7.47064988e-04
0.6925,2.1573,0.09656152,7.48818975e-04
0.6925,2.2213,0.09569436,7.49788605e-04
0.6925,2.2854,0.09497314,7.49971970e-04
0.6925,2.3494,0.09439678,7.49368711e-04
0.6925,2.4135,0.09396374,7.47980014e-04
0.6925,2.4775,0.09367208,7.45808609e-04
0.6925,2.5416,0.09351947,7.42858768e-04
0.6925,2.6056,0.09350321,7.39136292e-04
0.6925,2.6697,0.09362022,7.34648501e-04
0.6925,2.7337,0.09386713,7.29404222e-04
0.6925,2.7978,0.09424027,7.23413769e-04
0.6925,2.8618,0.09473571,7.16688923e-04
0.6925,2.9258,0.09534931,7.09242910e-04
0.6925,2.9899,0.09607674,7.01090374e-04
0.6925,3.0539,0.09691352,6.92247349e-04
0.6925,3.1180,0.09785509,6.82731226e-04
0.6925,3.1820,0.09889681,6.72560721e-04
0.6925,3.2461,0.10003404,6.61755836e-04
0.6925,3.3101,0.10126217,6.50337820e-04
0.6925,3.3742,0.10257663,6.38329130e-04
0.6925,3.4382,0.10397300,6.25753383e-04
0.6925,3.5022,0.10544700,6.12635313e-04
0.6925,3.5663,0.10699452,5.99000717e-04
0.6925,3.6303,0.10861171,5.84876412e-04
0.6925,3.6944,0.11029496,5.70290175e-04
0.6925,3.7584,0.11204098,5.55270694e-04
0.6925,3.8225,0.11384680,5.39847507e-04
0.6925,3.8865,0.11570981,5.24050947e-04
0.6925,3.9506,0.11762777,5.07912080e-04
0.6925,4.0146,0.11959885,4.91462649e-04
0.6925,4.0787,0.12162163,4.74735002e-04
0.6925,4.1427,0.12369513,4.57762040e-04
0.6925,4.2067,0.12581882,4.40577142e-04
0.6925,4.2708,0.12799258,4.23214105e-04
0.6925,4.3348,0.13021678,4.05707079e-04
0.6925,4.3989,0.13249219,3.88090494e-04
0.6925,4.4629,0.13482005,3.70398995e-04
0.6925,4.5270,0.13720200,3.52667379e-04
0.6925,4.5910,0.13964011,3.65069484e-04
0.6925,4.6551,0.14213683,3.82776709e-04
0.6925,4.7191,0.14469496,4.00419473e-04
0.6925,4.7831,0.14731768,4.17963077e-04
0.6925,4.8472,0.15000845,4.35373017e-04
0.6925,4.9112,0.15277101,4.52615055e-04
0.6925,4.9753,0.15560937,4.69655279e-04
0.6925,5.0393,0.15852774,4.86460178e-04
0.6925,5.1034,0.16153048,5.02996700e-04
0.6925,5.1674,0.16462210,5.19232324e-04
0.6925,5.2315,0.16780720,5.35135119e-04
0.6925,5.2955,0.17109041,5.50673808e-04
0.6925,5.3596,0.17447638,5.65817832e-04
0.6925,5.4236,0.17796970,5.80537408e-04
0.6925,5.4876,0.18157490,5.94803585e-04
0.6925,5.5517,0.18529638,6.08588308e-04
0.6925,5.6157,0.18913836,6.21864465e-04
0.6925,5.6798,0.19310487,6.34605946e-04
0.6925,5.7438,0.19719970,6.46787692e-04
0.6925,5.8079,0.20142637,6.58385747e-04
0.6925,5.8719,0.20578807,6.69377299e-04
0.6925,5.9360,0.21028768,6.79740732e-04
0.6925,6.0000,0.21492769,6.89455664e-04
0.7012,0.3000,0.17671228,4.33530659e-04
0.7012,0.3640,0.17268173,4.51009060e-04
0.7012,0.4281,0.16870890,4.68283756e-04
0.7012,0.4921,0.16479635,4.85319908e-04
0.7012,0.5562,0.16094699,5.02083160e-04
0.7012,0.6202,0.15716406,5.18539705e-04
0.7012,0.6843,0.15345109,5.34656355e-04
0.7012,0.7483,0.14981189,5.50400608e-04
0.7012,0.8124,0.14625047,5.65740712e-04
0.7012,0.8764,0.14277104,5.80645730e-04
0.7012,0.9404,0.13937799,5.95085604e-04
0.7012,1.0045,0.13607578,6.09031212e-04
0.7012,1.0685,0.13286895,6.22454431e-04
0.7012,1.1326,0.12976210,6.35328189e-04
0.7012,1.1966,0.12675978,6.47626525e-04
0.7012,1.2607,0.12386649,6.59324635e-04
0.7012,1.3247,0.12108664,6.70398929e-04
0.7012,1.3888,0.11842451,6.80827073e-04
0.7012,1.4528,0.11588418,6.90588036e-04
0.7012,1.5169,0.11346954,6.99662133e-04
0.7012,1.5809,0.11118420,7.08031065e-04
0.7012,1.6449,0.10903151,7.15677953e-04
0.7012,1.7090,0.10701449,7.22587377e-04
0.7012,1.7730,0.10513582,7.28745402e-04
0.7012,1.8371,0.10339783,7.34139609e-04
0.7012,1.9011,0.10180243,7.38759120e-04
0.7012,1.9652,0.10035114,7.42594618e-04
0.7012,2.0292,0.09904505,7.45638369e-04
0.7012,2.0933,0.09788484,7.47884233e-04
0.7012,2.1573,0.09687073,7.49327682e-04
0.7012,2.2213,0.09600250,7.49965805e-04
0.7012,2.2854,0.09527952,7.49797315e-04
0.7012,2.3494,0.09470068,7.48822551e-04
0.7012,2.4135,0.09426451,7.47043480e-04
0.7012,2.4775,0.09396907,7.44463689e-04
0.7012,2.5416,0.09381209,7.41088381e-04
0.7012,2.6056,0.09379087,7.36924363e-04
0.7012,2.6697,0.09390242,7.31980033e-04
0.7012,2.7337,0.09414339,7.26265361e-04
0.7012,2.7978,0.09451018,7.19791873e-04
0.7012,2.8618,0.09499892,7.12572624e-04
0.7012,2.9258,0.09560552,7.04622173e-04
0.7012,2.9899,0.09632572,6.95956553e-04
0.7012,3.0539,0.09715511,6.86593241e-04
0.7012,3.1180,0.09808919,6.76551120e-04
0.7012,3.1820,0.09912340,6.65850441e-04
0.7012,3.2461,0.10025316,6.54512785e-04
0.7012,3.3101,0.10147393,6.42561016e-04
0.7012,3.3742,0.10278122,6.30019238e-04
0.7012,3.4382,0.10417066,6.16912743e-04
0.7012,3.5022,0.10563804,6.03267965e-04
0.7012,3.5663,0.10717931,5.89112419e-04
0.7012,3.6303,0.10879068,5.74474654e-04
0.7012,3.6944,0.11046860,5.59384190e-04
0.7012,3.7584,0.11220982,5.43871460e-04
0.7012,3.8225,0.11401142,5.27967748e-04
0.7012,3.8865,0.11587081,5.11705127e-04
0.7012,3.9506,0.11778581,4.95116395e-04
0.7012,4.0146,0.11975460,4.78235006e-04
0.7012,4.0787,0.12177579,4.61095005e-04
0.7012,4.1427,0.12384841,4.43730958e-04
0.7012,4.2067,0.12597194,4.26177883e-04
0.7012,4.2708,0.12814627,4.08471180e-04
0.7012,4.3348,0.13037174,3.90646558e-04
0.7012,4.3989,0.13264914,3.72739963e-04
0.7012,4.4629,0.13497966,3.54787509e-04
0.7012,4.5270,0.13736495,3.63174600e-04
0.7012,4.5910,0.13980702,3.81110140e-04
0.7012,4.6551,0.14230829,3.98982940e-04
0.7012,4.7191,0.14487153,4.16756956e-04
0.7012,4.7831,0.14749986,4.34396343e-04
0.7012,4.8472,0.15019669,4.51865527e-04
0.7012,4.9112,0.15296572,4.69129279e-04
0.7012,4.9753,0.15581088,4.86152781e-04
0.7012,5.0393,0.15873632,5.02901704e-04
0.7012,5.1034,0.16174635,5.19342269e-04
0.7012,5.1674,0.16484540,5.35441321e-04
0.7012,5.2315,0.16803800,5.51166392e-04
0.7012,5.2955,0.17132871,5.66485770e-04
0.7012,5.3596,0.17472212,5.81368559e-04
0.7012,5.4236,0.17822275,5.95784747e-04
0.7012,5.4876,0.18183506,6.09705259e-04
0.7012,5.5517,0.18556338,6.23102022e-04
0.7012,5.6157,0.18941188,6.35948019e-04
0.7012,5.6798,0.19338451,6.48217343e-04
0.7012,5.7438,0.19748503,6.59885250e-04
0.7012,5.8079,0.20171687,6.70928211e-04
0.7012,5.8719,0.20608321,6.81323953e-04
0.7012,5.9360,0.21058686,6.91051513e-04
0.7012,6.0000,0.21523030,7.00091272e-04
0.7100,0.3000,0.17688373,4.34557220e-04
0.7100,0.3640,0.17285694,4.52241409e-04
0.7100,0.4281,0.16888851,4.69714230e-04
0.7100,0.4921,0.16498096,4.86939561e-04
0.7100,0.5562,0.16113716,5.03881792e-04
0.7100,0.6202,0.15736029,5.20505897e-04
0.7100,0.6843,0.15365384,5.36777508e-04
0.7100,0.7483,0.15002154,5.52662988e-04
0.7100,0.8124,0.14646735,5.68129494e-04
0.7100,0.8764,0.14299543,5.83145053e-04
0.7100,0.9404,0.13961006,5.97678622e-04
0.7100,1.0045,0.13631565,6.11700156e-04
0.7100,1.0685,0.13311668,6.25180667e-04
0.7100,1.1326,0.13001766,6.38092286e-04
0.7100,1.1966,0.12702307,6.50408321e-04
0.7100,1.2607,0.12413734,6.62103311e-04
0.7100,1.3247,0.12136483,6.73153077e-04
0.7100,1.3888,0.11870972,6.83534777e-04
0.7100,1.4528,0.11617604,6.93226947e-04
0.7100,1.5169,0.11376762,7.02209551e-04
0.7100,1.5809,0.11148801,7.10464019e-04
0.7100,1.6449,0.10934051,7.17973286e-04
0.7100,1.7090,0.10732810,7.24721827e-04
0.7100,1.7730,0.10545341,7.30695692e-04
0.7100,1.8371,0.10371872,7.35882530e-04
0.7100,1.9011,0.10212592,7.40271618e-04
0.7100,1.9652,0.10067651,7.43853882e-04
0.7100,2.0292,0.09937157,7.46621918e-04
0.7100,2.0933,0.09821174,7.48570001e-04
0.7100,2.1573,0.09719727,7.49694106e-04
0.7100,2.2213,0.09632793,7.49991908e-04
0.7100,2.2854,0.09560308,7.49462791e-04
0.7100,2.3494,0.09502167,7.48107849e-04
0.7100,2.4135,0.09458222,7.45929884e-04
0.7100,2.4775,0.09428284,7.42933397e-04
0.7100,2.5416,0.09412127,7.39124585e-04
0.7100,2.6056,0.09409488,7.34511320e-04
0.7100,2.6697,0.09420071,7.29103140e-04
0.7100,2.7337,0.09443548,7.22911226e-04
0.7100,2.7978,0.09479563,7.15948378e-04
0.7100,2.8618,0.09527736,7.08228991e-04
0.7100,2.9258,0.09587664,6.99769023e-04
0.7100,2.9899,0.09658928,6.90585964e-04
0.7100,3.0539,0.09741094,6.80698799e-04
0.7100,3.1180,0.09833719,6.70127968e-04
0.7100,3.1820,0.09936355,6.58895324e-04
0.7100,3.2461,0.10048550,6.47024089e-04
0.7100,3.3101,0.10169858,6.34538804e-04
0.7100,3.3742,0.10299837,6.21465282e-04
0.7100,3.4382,0.10438057,6.07830549e-04
0.7100,3.5022,0.10584103,5.93662793e-04
0.7100,3.5663,0.10737577,5.78991303e-04
0.7100,3.6303,0.10898106,5.63846411e-04
0.7100,3.6944,0.11065340,5.48259426e-04
0.7100,3.7584,0.11238960,5.32262572e-04
0.7100,3.8225,0.11418677,5.15888919e-04
0.7100,3.8865,0.11604239,4.99172318e-04
0.7100,3.9506,0.11795429,4.82147327e-04
0.7100,4.0146,0.11992069,4.64849143e-04
0.7100,4.0787,0.12194022,4.47313527e-04
0.7100,4.1427,0.12401193,4.29576731e-04
0.7100,4.2067,0.12613529,4.11675423e-04
0.7100,4.2708,0.12831020,3.93646611e-04
0.7100,4.3348,0.13053701,3.75527566e-04
0.7100,4.3989,0.13281648,3.57355748e-04
0.7100,4.4629,0.13514980,3.60831277e-04
0.7100,4.5270,0.13753856,3.78995911e-04
0.7100,4.5910,0.13998478,3.97100600e-04
0.7100,4.6551,0.14249081,4.15107916e-04
0.7100,4.7191,0.14505939,4.32980632e-04
0.7100,4.7831,0.14769359,4.50681799e-04
0.7100,4.8472,0.15039676,4.68174823e-04
0.7100,4.9112,0.15317254,4.85423539e-04
0.7100,4.9753,0.15602481,5.02392289e-04
0.7100,5.0393,0.15895765,5.19045993e-04
0.7100,5.1034,0.16197529,5.35350221e-04
0.7100,5.1674,0.16508211,5.51271268e-04
0.7100,5.2315,0.16828255,5.66776219e-04
0.7100,5.2955,0.17158111,5.81833020e-04
0.7100,5.3596,0.17498230,5.96410544e-04
0.7100,5.4236,0.17849058,6.10478654e-04
0.7100,5.4876,0.18211032,6.24008266e-04
0.7100,5.5517,0.18584579,6.36971411e-04
0.7100,5.6157,0.18970110,6.49341289e-04
0.7100,5.6798,0.19368014,6.61092326e-04
0.7100,5.7438,0.19778659,6.72200231e-04
0.7100,5.8079,0.20202385,6.82642039e-04
0.7100,5.8719,0.20639504,6.92396163e-04
0.7100,5.9360,0.21090292,7.01442439e-04
0.7100,6.0000,0.21554993,7.09762164e-04
0.7188,0.3000,0.17706582,4.35583199e-04
0.7188,0.3640,0.17304294,4.53472720e-04
0.7188,0.4281,0.16907909,4.71143024e-04
0.7188,0.4921,0.16517676,4.88556674e-04
0.7188,0.5562,0.16133875,5.05676778e-04
0.7188,0.6202,0.15756821,5.22467066e-04
0.7188,0.6843,0.15386856,5.38891965e-04
0.7188,0.7483,0.15024346,5.54916678e-04
0.7188,0.8124,0.14669682,5.70507255e-04
0.7188,0.8764,0.14323270,5.85630665e-04
